Campaign_ID,Campaign_Name,Campaign_Type,Marketing_Channel,Campaign_Start_Date,Campaign_End_Date,Customer_ID,Customer_Name,Age,Gender,City,State,Country,Customer_Segment,Product_Category,Product_Name,Impressions,Clicks,Leads,Conversions,Engagements,Ad_Spend,Revenue,Profit,Bounce_Rate,Session_Duration,Purchase_Amount,Device_Type,Payment_Method,Campaign_Status,Customer_Feedback,Customer_Rating,Purchase_Date
C044,Festive Offer,Promotion,Email,2024-06-09,2024-06-24,102783,Customer_2783,25,Male,Mumbai,Maharashtra,India,Returning,Electronics,Laptop,45964,3476,2113,273,4083,6833.55,24496.41,17662.86,27.35,4.39,89.73,Tablet,UPI,Paused,Negative,4,2024-06-24
C029,Mega Deal,Awareness,Google Ads,2025-04-02,2025-04-12,102784,Customer_2784,23,Male,Pune,Maharashtra,India,VIP,Fashion,T-Shirt,13787,198,91,1,550,2669.31,9514.33,6845.02,76.16,6.62,9514.33,Mobile,Card,Paused,Neutral,2,2025-04-12
C047,Flash Sale,Awareness,Facebook,2024-01-03,2024-01-28,102785,Customer_2785,56,Female,Bengaluru,Karnataka,India,Returning,Home,Chair,17908,926,545,515,1949,6158.64,12377.49,6218.85,63.03,1.66,24.03,Desktop,Cash,Active,Positive,5,2024-01-28
C036,Flash Sale,Promotion,Facebook,2024-05-24,2024-06-16,102786,Customer_2786,46,Male,Mumbai,Maharashtra,India,New,Beauty,Perfume,23069,1166,202,36,2745,4319.19,14915.76,10596.57,56.42,13.2,414.33,Desktop,UPI,Paused,Negative,1,2024-06-16
C012,Summer Sale,Awareness,Instagram,2025-02-02,2025-02-20,102787,Customer_2787,50,Female,Hyderabad,Telangana,India,New,Fashion,T-Shirt,33813,4205,120,15,6897,1656.53,5805.01,4148.48,61.68,11.92,387.0,Desktop,Card,Paused,Negative,1,2025-02-20
C019,Flash Sale,Awareness,Google Ads,2024-07-09,2024-07-21,102788,Customer_2788,55,Male,Delhi,Delhi,India,New,Home,Chair,8558,1259,1118,289,3097,5184.29,11268.99,6147.14,77.67,8.03,38.99,Mobile,Cash,Completed,Negative,4,2024-07-21
C018,Festive Offer,Promotion,Facebook,2025-11-14,2025-12-01,102789,Customer_2789,24,Male,Hyderabad,Telangana,India,VIP,Fashion,Shoes,3350,341,125,71,816,6243.15,21172.41,14929.26,73.91,3.67,298.2,Mobile,Card,Active,Negative,2,2025-12-01
C036,Summer Sale,Sales,Email,2025-10-30,2025-11-23,102790,Customer_2790,18,Male,Delhi,Delhi,India,Returning,Electronics,Laptop,9952,1432,616,564,1823,7440.04,12018.9,4578.86,61.74,10.02,21.31,Tablet,UPI,Active,Negative,1,2025-11-23
C040,New Launch,Promotion,Facebook,2024-12-17,2025-01-03,102791,Customer_2791,44,Female,Delhi,Delhi,India,Returning,Fashion,Shoes,21690,1247,301,90,1971,1811.82,5783.5,3971.68,70.65,4.62,64.26,Mobile,UPI,Paused,Positive,3,2025-01-03
C050,Flash Sale,Promotion,Google Ads,2025-07-05,2025-07-20,102792,Customer_2792,43,Male,Pune,Maharashtra,India,New,Fashion,Shoes,27108,2461,1736,533,4955,5184.29,2239.93,1586.78,56.78,7.01,4.2,Mobile,Card,Paused,Neutral,1,2025-07-20
C043,Mega Deal,Promotion,Email,2024-12-04,2024-12-29,102793,Customer_2793,56,Male,Mumbai,Delhi,India,Returning,Grocery,Rice,17126,1109,356,177,2949,8684.03,30396.94,21712.91,71.79,12.89,171.73,Mobile,UPI,Completed,Negative,5,2024-12-29
C022,Summer Sale,Promotion,Facebook,2024-02-14,2024-03-04,102794,Customer_2794,26,Male,Hyderabad,Telangana,India,VIP,Fashion,Shoes,49921,5309,3258,2618,9437,4252.57,8264.48,4011.91,37.35,3.13,3.16,Tablet,UPI,Active,Negative,2,2024-03-04
C039,Summer Sale,Awareness,Facebook,2024-08-19,2024-09-13,102795,Customer_2795,24,Male,Hyderabad,Telangana,India,Returning,Fashion,T-Shirt,4519,738,89,3,1441,2757.11,8618.39,5861.28,22.31,9.42,2872.8,Desktop,UPI,Completed,Negative,1,2024-09-13
C030,Festive Offer,Promotion,LinkedIn,2024-03-23,2024-04-17,102796,Customer_2796,57,Male,Delhi,Delhi,India,New,Beauty,Perfume,24410,1013,550,239,2116,4832.85,6047.8,1214.95,48.93,12.05,25.3,Tablet,UPI,Active,Neutral,1,2024-04-17
C007,Festive Offer,Promotion,LinkedIn,2024-09-05,2024-09-14,102797,Customer_2797,53,Male,Pune,Maharashtra,India,Returning,Electronics,Phone,30308,1137,954,217,3347,4116.47,12891.17,8774.7,60.7,12.82,59.41,Desktop,Cash,Paused,Neutral,4,2024-09-14
C023,Mega Deal,Promotion,Google Ads,2024-10-21,2024-11-13,102798,Customer_2798,51,Male,Bengaluru,Karnataka,India,VIP,Beauty,Perfume,28486,1830,788,589,2303,8463.18,32039.25,23576.07,24.23,8.8,54.4,Desktop,Cash,Active,Negative,4,2024-11-13
C013,Flash Sale,Sales,LinkedIn,2025-08-01,2025-08-15,102799,Customer_2799,36,Female,Pune,Maharashtra,India,Returning,Home,Chair,28204,2828,586,425,4977,2188.54,7488.62,5300.08,35.94,2.14,17.62,Desktop,Card,Completed,Positive,5,2025-08-15
C019,Festive Offer,Promotion,LinkedIn,2025-09-19,2025-10-03,102800,Customer_2800,29,Female,Bengaluru,Karnataka,India,New,Fashion,T-Shirt,26892,3121,1832,232,5153,7133.79,20270.64,13136.85,20.56,7.85,87.37,Mobile,Card,Paused,Negative,5,2025-10-03
C008,New Launch,Sales,Email,2025-08-22,2025-09-01,102801,Customer_2801,27,Male,Mumbai,Maharashtra,India,New,Grocery,Oil,1814,50,46,12,61,791.91,2880.97,2089.06,43.04,5.65,240.08,Tablet,Cash,Active,Negative,5,2025-09-01
C006,Festive Offer,Promotion,LinkedIn,2024-12-10,2025-01-04,102802,Customer_2802,49,Female,Mumbai,Maharashtra,India,VIP,Beauty,Perfume,45487,5355,2605,501,6070,6218.21,21199.42,14981.21,62.95,4.12,42.31,Desktop,UPI,Completed,Negative,1,2025-01-04
C047,Mega Deal,Promotion,Instagram,2025-06-05,2025-06-14,102803,Customer_2803,44,Female,Bengaluru,Karnataka,India,VIP,Grocery,Rice,41528,7659,5095,4931,20627,7398.23,14117.47,6719.24,24.85,2.45,2.86,Mobile,Net Banking,Paused,Neutral,4,2025-06-14
C040,New Launch,Sales,Facebook,2024-06-24,2024-07-13,102804,Customer_2804,53,Female,Mumbai,Maharashtra,India,New,Beauty,Cream,15092,1299,257,40,2868,5976.63,22091.7,16115.07,54.54,7.16,552.29,Tablet,UPI,Completed,Neutral,4,2024-07-13
C017,Mega Deal,Awareness,Google Ads,2025-02-16,2025-03-14,102805,Customer_2805,45,Female,Delhi,Delhi,India,VIP,Grocery,Rice,34495,1361,314,192,3509,3710.89,4927.1,1216.21,26.48,3.63,25.66,Mobile,Net Banking,Active,Negative,5,2025-03-14
C042,Summer Sale,Awareness,Instagram,2024-06-09,2024-06-18,102806,Customer_2806,55,Male,Pune,Maharashtra,India,VIP,Beauty,Perfume,44490,8826,5037,861,12073,5184.29,14628.66,7141.41,38.63,8.81,16.99,Desktop,UPI,Active,Positive,3,2024-06-18
C048,New Launch,Sales,Email,2024-09-24,2024-10-17,102807,Customer_2807,47,Male,Mumbai,Maharashtra,India,New,Home,Chair,17194,1715,1537,355,2363,9648.35,33099.87,23451.52,32.74,5.11,93.24,Tablet,Net Banking,Active,Positive,5,2024-10-17
C018,Festive Offer,Awareness,LinkedIn,2025-10-24,2025-11-03,102808,Customer_2808,55,Male,Hyderabad,Telangana,India,New,Beauty,Cream,15366,1557,1526,666,3983,3927.2,10641.98,6714.78,56.75,13.66,15.98,Tablet,Cash,Paused,Neutral,4,2025-11-03
C024,Flash Sale,Sales,Facebook,2025-05-09,2025-05-28,102809,Customer_2809,45,Male,Hyderabad,Telangana,India,Returning,Fashion,T-Shirt,22843,2118,1552,143,3823,9374.17,17057.71,7683.54,20.37,12.26,119.28,Tablet,Cash,Paused,Positive,4,2025-05-28
C032,New Launch,Awareness,Facebook,2024-04-30,2024-05-12,102810,Customer_2810,39,Male,Mumbai,Maharashtra,India,VIP,Fashion,T-Shirt,38226,3331,2473,1021,8290,8280.91,18131.96,9851.05,78.4,2.63,17.76,Desktop,Net Banking,Completed,Negative,2,2024-05-12
C003,Summer Sale,Sales,LinkedIn,2025-07-28,2025-08-14,102811,Customer_2811,32,Female,Mumbai,Maharashtra,India,New,Fashion,Shoes,42149,57,19,8,72,3842.55,15347.11,11504.56,57.8,9.53,1918.39,Mobile,Cash,Completed,Neutral,2,2025-08-14
C021,Flash Sale,Sales,Email,2025-01-19,2025-01-26,102812,Customer_2812,28,Male,Bengaluru,Karnataka,India,New,Home,Chair,35987,1633,871,244,3383,2463.16,2823.08,359.92,43.1,11.35,11.57,Mobile,Card,Completed,Positive,3,2025-01-26
C004,New Launch,Promotion,Google Ads,2024-04-13,2024-05-02,102813,Customer_2813,47,Male,Bengaluru,Karnataka,India,New,Electronics,Laptop,9653,164,50,17,311,6704.36,20346.2,13641.84,22.42,3.66,1196.84,Desktop,Card,Active,Neutral,4,2024-05-02
C015,Mega Deal,Awareness,Email,2024-01-23,2024-02-05,102814,Customer_2814,46,Male,Delhi,Delhi,India,New,Grocery,Oil,14108,2481,1434,1331,3519,4669.35,12934.72,8265.37,67.66,10.65,9.72,Tablet,UPI,Paused,Positive,2,2024-02-05
C039,Flash Sale,Promotion,Google Ads,2024-11-22,2024-12-10,102815,Customer_2815,26,Female,Pune,Maharashtra,India,VIP,Fashion,Shoes,30532,1420,577,155,3877,2968.01,5222.36,2254.35,27.36,2.57,33.69,Tablet,UPI,Completed,Neutral,2,2024-12-10
C043,Festive Offer,Sales,LinkedIn,2025-07-06,2025-07-17,102816,Customer_2816,47,Male,Hyderabad,Telangana,India,Returning,Electronics,Laptop,24771,2386,1911,546,3478,1536.54,4445.33,2908.79,38.94,5.88,8.14,Tablet,UPI,Active,Negative,5,2025-07-17
C005,New Launch,Promotion,LinkedIn,2025-08-26,2025-09-07,102817,Customer_2817,50,Female,Pune,Maharashtra,India,New,Electronics,Laptop,16170,2054,1873,1860,6126,7466.79,28016.84,20550.05,60.76,11.83,15.06,Tablet,Net Banking,Paused,Negative,3,2025-09-07
C028,New Launch,Sales,Email,2025-08-18,2025-09-06,102818,Customer_2818,32,Male,Bengaluru,Karnataka,India,Returning,Electronics,Phone,33927,5260,284,264,12206,7536.55,11212.71,3676.16,67.07,13.2,42.47,Mobile,Cash,Completed,Negative,3,2025-09-06
C011,Mega Deal,Promotion,Email,2025-09-23,2025-10-08,102819,Customer_2819,29,Male,Hyderabad,Telangana,India,VIP,Electronics,Phone,3747,551,305,24,1586,4693.19,15398.55,10705.36,54.91,5.03,641.61,Desktop,Card,Active,Neutral,5,2025-10-08
C008,Mega Deal,Sales,Instagram,2025-02-21,2025-03-19,102820,Customer_2820,47,Female,Bengaluru,Karnataka,India,Returning,Grocery,Oil,27532,2341,853,406,2940,5362.14,9589.85,4227.71,57.92,4.22,23.62,Mobile,Cash,Active,Negative,5,2025-03-19
C024,Mega Deal,Sales,Facebook,2024-10-14,2024-11-05,102821,Customer_2821,41,Female,Delhi,Delhi,India,Returning,Fashion,T-Shirt,34612,2791,1153,265,2841,8932.12,12094.54,3162.42,21.8,1.47,45.64,Tablet,Card,Paused,Positive,3,2024-11-05
C003,Mega Deal,Awareness,LinkedIn,2024-02-28,2024-03-21,102822,Customer_2822,19,Male,Bengaluru,Karnataka,India,Returning,Home,Chair,43983,2281,1287,1195,4380,3144.15,12402.96,9258.81,55.48,8.93,10.38,Desktop,UPI,Active,Positive,2,2024-03-21
C037,New Launch,Awareness,Facebook,2025-04-27,2025-05-26,102823,Customer_2823,52,Male,Pune,Maharashtra,India,New,Home,Mixer,18329,1682,272,13,2302,4574.32,11659.285,10200.98,74.95,13.55,1136.56,Mobile,Cash,Active,Neutral,1,2025-05-26
C048,Summer Sale,Promotion,Google Ads,2024-05-10,2024-05-21,102824,Customer_2824,35,Female,Pune,Maharashtra,India,VIP,Electronics,Phone,5991,259,54,26,741,5300.55,21158.51,15857.96,42.05,4.95,813.79,Tablet,Cash,Completed,Positive,5,2024-05-21
C038,Festive Offer,Sales,LinkedIn,2025-03-07,2025-03-15,102825,Customer_2825,21,Male,Hyderabad,Telangana,India,New,Electronics,Phone,15876,2738,971,174,6292,6838.15,13723.32,6885.17,53.94,13.5,78.87,Desktop,Card,Completed,Negative,3,2025-03-15
C016,Festive Offer,Promotion,LinkedIn,2025-04-04,2025-04-15,102826,Customer_2826,42,Female,Bengaluru,Karnataka,India,VIP,Beauty,Cream,23708,2770,2034,592,7648,5184.29,11623.66,5933.49,63.28,4.22,19.63,Tablet,Card,Completed,Positive,3,2025-04-15
C030,Mega Deal,Sales,Google Ads,2024-10-12,2024-10-30,102827,Customer_2827,41,Female,Delhi,Delhi,India,VIP,Fashion,Shoes,12821,2346,1833,1254,4359,8069.75,16765.94,8696.19,78.84,8.43,13.37,Desktop,Net Banking,Paused,Negative,4,2024-10-30
C002,Festive Offer,Promotion,Facebook,2024-02-10,2024-03-10,102828,Customer_2828,19,Female,Pune,Maharashtra,India,VIP,Fashion,Shoes,22687,342,82,46,476,5334.36,7257.19,1922.83,50.66,12.47,157.76,Tablet,UPI,Active,Positive,2,2024-03-10
C020,Festive Offer,Sales,Facebook,2024-02-24,2024-03-14,102829,Customer_2829,52,Male,Delhi,Delhi,India,Returning,Grocery,Oil,1386,82,19,13,151,2410.64,3090.35,679.71,60.56,6.83,237.72,Desktop,Card,Paused,Neutral,3,2024-03-14
C005,New Launch,Promotion,Instagram,2024-06-06,2024-06-13,102830,Customer_2830,47,Male,Hyderabad,Telangana,India,Returning,Home,Chair,23515,1730,1587,1449,4828,8066.38,19947.5,11881.12,79.87,14.15,13.77,Mobile,Card,Active,Neutral,2,2024-06-13
C049,Festive Offer,Sales,Instagram,2024-07-17,2024-08-14,102831,Customer_2831,59,Male,Bengaluru,Karnataka,India,Returning,Home,Chair,24854,4697,3972,1074,9572,2459.0,6380.73,3921.73,39.04,11.57,5.94,Tablet,UPI,Paused,Negative,2,2024-08-14
C038,Summer Sale,Promotion,Email,2024-12-05,2024-12-16,102832,Customer_2832,52,Male,Bengaluru,Karnataka,India,Returning,Fashion,Shoes,24927,2685,941,913,7975,4352.4,17019.61,12667.21,70.44,1.11,18.64,Mobile,Net Banking,Completed,Positive,4,2024-12-16
C003,Flash Sale,Promotion,LinkedIn,2025-04-09,2025-05-02,102833,Customer_2833,43,Female,Hyderabad,Telangana,India,VIP,Fashion,Shoes,34101,2327,2194,506,6512,8801.02,34278.75,25477.73,78.7,6.65,67.74,Mobile,Card,Paused,Neutral,4,2025-05-02
C026,Mega Deal,Promotion,Instagram,2025-07-06,2025-07-31,102834,Customer_2834,19,Female,Delhi,Delhi,India,New,Home,Mixer,9642,1652,873,299,3830,6598.86,12937.92,6339.06,34.32,2.82,43.27,Mobile,Cash,Active,Negative,1,2025-07-31
C041,Summer Sale,Awareness,Google Ads,2024-04-04,2024-04-19,102835,Customer_2835,34,Female,Mumbai,Maharashtra,India,VIP,Beauty,Cream,45746,7189,1276,1098,12201,6842.48,22687.14,15844.66,33.23,2.61,20.66,Tablet,Card,Active,Negative,5,2024-04-19
C028,Summer Sale,Awareness,Instagram,2025-01-02,2025-01-09,102836,Customer_2836,37,Female,Mumbai,Maharashtra,India,Returning,Fashion,Shoes,14689,470,422,3,491,9964.11,11659.285,23934.09,51.12,12.9,11299.4,Tablet,UPI,Paused,Neutral,1,2025-01-09
C037,Festive Offer,Sales,Email,2025-10-31,2025-11-18,102837,Customer_2837,18,Male,Hyderabad,Telangana,India,New,Fashion,T-Shirt,4091,144,94,10,392,8350.94,18396.68,10045.74,32.56,12.0,1839.67,Tablet,Cash,Active,Negative,1,2025-11-18
C025,Mega Deal,Sales,Google Ads,2025-06-29,2025-07-27,102838,Customer_2838,46,Female,Bengaluru,Karnataka,India,New,Fashion,T-Shirt,27695,1131,330,7,3321,1736.56,4153.46,2416.9,40.27,4.55,593.35,Desktop,Card,Paused,Neutral,1,2025-07-27
C016,Flash Sale,Sales,Facebook,2025-04-22,2025-05-12,102839,Customer_2839,48,Female,Bengaluru,Karnataka,India,Returning,Electronics,Phone,8367,1491,37,17,3536,1736.99,2348.62,611.63,71.13,2.19,138.15,Mobile,Cash,Completed,Positive,3,2025-05-12
C050,Flash Sale,Awareness,Facebook,2024-08-07,2024-08-31,102840,Customer_2840,46,Female,Hyderabad,Telangana,India,Returning,Fashion,T-Shirt,39613,2921,2729,482,7034,6675.16,11659.285,9554.09,34.15,10.77,33.67,Mobile,UPI,Paused,Negative,4,2024-08-31
C029,Mega Deal,Awareness,LinkedIn,2025-10-30,2025-11-19,102841,Customer_2841,45,Female,Mumbai,Maharashtra,India,New,Fashion,T-Shirt,43745,1607,954,373,2451,8557.48,30461.31,21903.83,23.72,11.56,81.67,Tablet,UPI,Paused,Negative,2,2025-11-19
C013,Festive Offer,Awareness,LinkedIn,2024-09-28,2024-10-16,102842,Customer_2842,38,Female,Pune,Maharashtra,India,New,Home,Chair,24702,583,52,26,993,6841.44,12435.54,5594.1,57.56,10.8,478.29,Mobile,Card,Completed,Neutral,1,2024-10-16
C041,Flash Sale,Sales,Email,2024-08-30,2024-09-15,102843,Customer_2843,54,Male,Bengaluru,Karnataka,India,VIP,Electronics,Laptop,2790,299,21,8,834,644.11,2077.5,1433.39,73.94,2.89,259.69,Tablet,Net Banking,Paused,Positive,5,2024-09-15
C011,Summer Sale,Promotion,Google Ads,2024-09-16,2024-09-25,102844,Customer_2844,40,Female,Delhi,Delhi,India,Returning,Electronics,Laptop,32854,1365,478,284,2789,4863.73,7464.71,2600.98,65.83,14.54,26.28,Tablet,Card,Paused,Neutral,3,2024-09-25
C045,New Launch,Sales,Google Ads,2024-03-17,2024-04-07,102845,Customer_2845,25,Male,Pune,Maharashtra,India,New,Grocery,Rice,46645,4248,191,122,7599,4270.42,6299.51,2029.09,57.92,14.88,51.64,Mobile,Card,Active,Positive,2,2024-04-07
C017,Flash Sale,Sales,Google Ads,2024-05-12,2024-06-11,102846,Customer_2846,44,Female,Mumbai,Maharashtra,India,Returning,Beauty,Cream,41524,5080,435,326,12973,2110.35,8084.54,5974.19,22.31,5.9,24.8,Tablet,Cash,Active,Neutral,2,2024-06-11
C035,Mega Deal,Sales,Instagram,2024-11-22,2024-12-13,102847,Customer_2847,46,Male,Hyderabad,Telangana,India,VIP,Electronics,Phone,49122,5497,1354,136,5640,4921.1,11830.3,6909.2,71.05,7.5,86.99,Desktop,Net Banking,Active,Positive,1,2024-12-13
C002,Flash Sale,Sales,LinkedIn,2025-10-22,2025-11-12,102848,Customer_2848,60,Male,Hyderabad,Telangana,India,VIP,Home,Mixer,1675,311,277,112,862,5620.66,18919.65,13298.99,46.61,2.36,168.93,Desktop,Card,Active,Negative,3,2025-11-12
C043,Summer Sale,Awareness,Facebook,2024-04-08,2024-05-02,102849,Customer_2849,46,Female,Hyderabad,Telangana,India,Returning,Beauty,Perfume,28990,3001,1902,1574,3575,8750.16,22639.55,13889.39,22.97,7.45,14.38,Tablet,Cash,Paused,Positive,4,2024-05-02
C002,Flash Sale,Sales,LinkedIn,2024-10-29,2024-11-09,102850,Customer_2850,27,Male,Bengaluru,Karnataka,India,New,Beauty,Cream,46838,4734,3385,1463,5713,6129.9,11659.285,15518.21,74.81,3.89,14.8,Tablet,Card,Completed,Negative,5,2024-11-09
C009,Mega Deal,Awareness,Instagram,2025-11-22,2025-12-04,102851,Customer_2851,40,Female,Hyderabad,Telangana,India,New,Fashion,T-Shirt,35598,3550,594,372,10074,1263.21,3427.9,2164.69,56.88,9.01,9.21,Mobile,Cash,Paused,Neutral,3,2025-12-04
C011,Summer Sale,Sales,Facebook,2025-07-06,2025-07-26,102852,Customer_2852,23,Male,Mumbai,Telangana,India,New,Home,Chair,36285,4356,1057,158,7928,1524.4,4046.23,2521.83,78.14,10.46,25.61,Desktop,Net Banking,Active,Neutral,2,2025-07-26
C013,Summer Sale,Sales,LinkedIn,2025-10-21,2025-11-09,102853,Customer_2853,31,Female,Hyderabad,Telangana,India,VIP,Electronics,Phone,10744,1143,368,74,3052,573.48,1286.07,712.59,77.02,2.7,17.38,Desktop,Net Banking,Completed,Negative,2,2025-11-09
C050,New Launch,Sales,Email,2024-05-28,2024-06-25,102854,Customer_2854,44,Male,Bengaluru,Karnataka,India,New,Fashion,Shoes,14718,362,358,355,980,8702.76,28054.84,19352.08,58.57,4.17,79.03,Mobile,Net Banking,Active,Negative,3,2024-06-25
C031,Flash Sale,Awareness,LinkedIn,2025-09-02,2025-09-25,102855,Customer_2855,19,Male,Hyderabad,Telangana,India,VIP,Grocery,Oil,21546,1846,1500,848,4017,2313.65,11659.285,3437.37,26.54,10.3,6.78,Desktop,Net Banking,Completed,Positive,2,2025-09-25
C002,Summer Sale,Promotion,Instagram,2024-01-18,2024-02-05,102856,Customer_2856,46,Male,Mumbai,Maharashtra,India,New,Grocery,Oil,2215,335,121,119,585,4923.22,13282.26,8359.04,27.41,12.55,111.62,Tablet,Cash,Active,Negative,5,2024-02-05
C045,Flash Sale,Promotion,LinkedIn,2025-06-05,2025-06-30,102857,Customer_2857,19,Male,Mumbai,Maharashtra,India,Returning,Grocery,Rice,20193,1015,315,44,2690,6856.04,16733.35,9877.31,45.4,2.14,380.3,Desktop,Card,Completed,Negative,3,2025-06-30
C049,Summer Sale,Awareness,Facebook,2024-11-19,2024-12-09,102858,Customer_2858,24,Female,Pune,Maharashtra,India,New,Grocery,Oil,49848,9804,435,156,10029,971.21,3496.79,2525.58,66.65,11.4,22.42,Tablet,UPI,Active,Negative,1,2024-12-09
C048,Festive Offer,Awareness,Instagram,2025-10-18,2025-10-30,102859,Customer_2859,22,Female,Delhi,Delhi,India,VIP,Fashion,T-Shirt,15284,149,68,7,409,6080.57,6831.83,751.26,56.14,6.14,975.98,Desktop,UPI,Active,Negative,1,2025-10-30
C006,Mega Deal,Sales,Email,2025-01-17,2025-02-15,102860,Customer_2860,36,Female,Bengaluru,Karnataka,India,New,Electronics,Laptop,24917,3845,2695,265,6140,1953.62,3243.68,1290.06,33.65,1.18,12.24,Tablet,Card,Completed,Negative,4,2025-02-15
C044,New Launch,Sales,LinkedIn,2024-01-13,2024-01-21,102861,Customer_2861,37,Female,Mumbai,Maharashtra,India,Returning,Beauty,Cream,15748,233,35,1,399,4474.86,7101.62,2626.76,23.47,9.82,7101.62,Mobile,Card,Paused,Positive,5,2024-01-21
C017,Flash Sale,Promotion,Instagram,2024-04-06,2024-04-13,102862,Customer_2862,47,Male,Bengaluru,Karnataka,India,VIP,Grocery,Rice,39922,5094,4014,2322,7358,1681.8,4536.64,2854.84,30.13,7.23,1.95,Tablet,Net Banking,Active,Neutral,2,2024-04-13
C009,Flash Sale,Sales,LinkedIn,2025-07-19,2025-08-01,102863,Customer_2863,28,Male,Hyderabad,Telangana,India,VIP,Home,Chair,15942,2130,1894,1593,4913,1948.82,7038.35,5089.53,32.1,5.99,4.42,Tablet,Card,Active,Negative,5,2025-08-01
C021,Flash Sale,Promotion,Google Ads,2024-07-06,2024-07-26,102864,Customer_2864,21,Female,Pune,Maharashtra,India,Returning,Electronics,Phone,6692,433,195,81,458,2987.59,5547.59,2560.0,21.69,8.43,68.49,Mobile,UPI,Active,Neutral,1,2024-07-26
C015,Flash Sale,Awareness,Facebook,2025-01-22,2025-01-30,102865,Customer_2865,48,Male,Delhi,Delhi,India,VIP,Grocery,Rice,40700,5444,3726,1520,9901,6983.72,15635.5,8651.78,51.09,7.18,10.29,Tablet,Cash,Active,Negative,4,2025-01-30
C041,Festive Offer,Promotion,LinkedIn,2025-12-01,2025-12-10,102866,Customer_2866,49,Female,Bengaluru,Karnataka,India,Returning,Fashion,T-Shirt,18038,987,869,150,1002,5184.29,20885.47,12853.27,71.85,14.58,139.24,Tablet,Net Banking,Completed,Positive,1,2025-12-10
C025,Festive Offer,Sales,Instagram,2024-03-26,2024-04-11,102867,Customer_2867,44,Female,Mumbai,Maharashtra,India,VIP,Electronics,Phone,36381,5813,4237,1653,8044,8366.28,13250.68,4884.4,23.9,1.34,8.02,Desktop,Cash,Active,Negative,5,2024-04-11
C022,Festive Offer,Awareness,Google Ads,2024-08-23,2024-09-10,102868,Customer_2868,38,Female,Hyderabad,Telangana,India,Returning,Fashion,T-Shirt,2262,312,264,215,873,5184.29,13072.08,9795.25,77.26,1.26,60.8,Desktop,UPI,Completed,Neutral,4,2024-09-10
C037,Mega Deal,Sales,Facebook,2024-11-21,2024-12-10,102869,Customer_2869,24,Male,Hyderabad,Telangana,India,New,Home,Chair,1136,139,91,89,357,6402.48,14598.66,8196.18,70.57,11.34,164.03,Tablet,Net Banking,Paused,Positive,2,2024-12-10
C018,Summer Sale,Promotion,Facebook,2024-10-20,2024-10-31,102870,Customer_2870,43,Female,Pune,Maharashtra,India,New,Fashion,Shoes,26687,3946,1563,1202,9075,9475.44,29384.44,19909.0,63.68,1.59,24.45,Mobile,Cash,Paused,Negative,3,2024-10-31
C008,Festive Offer,Awareness,LinkedIn,2025-07-31,2025-08-12,102871,Customer_2871,18,Male,Mumbai,Maharashtra,India,Returning,Grocery,Rice,19162,2710,1512,549,6299,6680.9,8259.63,1578.73,40.97,4.49,15.04,Tablet,Net Banking,Completed,Neutral,1,2025-08-12
C006,Festive Offer,Awareness,LinkedIn,2025-07-01,2025-07-18,102872,Customer_2872,56,Male,Bengaluru,Karnataka,India,New,Home,Mixer,3318,269,172,95,648,9708.54,22126.17,12417.63,27.53,13.17,232.91,Mobile,Card,Completed,Neutral,2,2025-07-18
C011,Mega Deal,Promotion,Email,2024-03-18,2024-03-29,102873,Customer_2873,54,Female,Hyderabad,Telangana,India,New,Beauty,Perfume,46321,7402,759,327,9419,9618.73,19944.11,10325.38,30.67,5.0,60.99,Desktop,Card,Completed,Positive,3,2024-03-29
C023,Summer Sale,Sales,Email,2024-12-25,2025-01-01,102874,Customer_2874,52,Female,Mumbai,Maharashtra,India,New,Beauty,Cream,40878,200,50,4,290,4096.1,12209.97,8113.87,79.17,2.12,3052.49,Mobile,UPI,Completed,Negative,3,2025-01-01
C006,Flash Sale,Promotion,Facebook,2024-11-01,2024-11-30,102875,Customer_2875,55,Female,Hyderabad,Telangana,India,Returning,Electronics,Laptop,35692,6373,5389,1780,16902,3918.5,13931.1,10012.6,66.46,7.87,7.83,Mobile,Card,Completed,Negative,2,2024-11-30
C039,Flash Sale,Promotion,Facebook,2025-10-07,2025-10-18,102876,Customer_2876,27,Female,Delhi,Delhi,India,Returning,Home,Chair,15458,212,130,118,313,7744.08,23766.38,16022.3,64.89,4.73,201.41,Desktop,UPI,Completed,Positive,4,2025-10-18
C022,New Launch,Sales,Email,2025-10-21,2025-11-07,102877,Customer_2877,54,Male,Mumbai,Delhi,India,New,Beauty,Perfume,38591,6794,2516,1108,16394,7539.0,21580.3,14041.3,70.83,10.85,19.48,Mobile,Card,Active,Negative,2,2025-11-07
C020,Festive Offer,Sales,Google Ads,2025-07-17,2025-08-15,102878,Customer_2878,59,Male,Hyderabad,Telangana,India,Returning,Fashion,Shoes,1539,61,46,37,78,5184.29,14062.63,6556.42,33.17,1.65,380.07,Mobile,UPI,Active,Negative,3,2025-08-15
C018,Mega Deal,Promotion,LinkedIn,2025-01-21,2025-02-18,102879,Customer_2879,28,Male,Pune,Maharashtra,India,New,Electronics,Phone,6759,965,667,553,2768,3107.6,10861.32,7753.72,26.46,13.49,19.64,Tablet,Net Banking,Paused,Neutral,4,2025-02-18
